customer_id,bill_period_end,bill_amount,usage_m3,due_date
C100301,2025-05-31,26.64,5.54,2025-06-14
C100301,2025-06-30,35.97,9.55,2025-07-14
C100301,2025-07-31,40.56,11.67,2025-08-14
C100301,2025-08-31,37.58,10.68,2025-09-14
C100301,2025-09-30,40.55,11.57,2025-10-14
C100301,2025-10-31,43.22,13.35,2025-11-14
C100301,2025-11-30,40.35,12.43,2025-12-14
C100301,2025-12-31,44.25,14.17,2026-01-14
C100302,2022-01-31,34.58,8.83,2022-02-14
C100302,2022-02-28,32.23,7.81,2022-03-14
C100302,2022-03-31,40.99,11.67,2022-04-14
C100302,2022-04-30,40.64,11.69,2022-05-14
C100302,2022-05-31,38.6,10.86,2022-06-14
C100302,2022-06-30,36.33,9.7,2022-07-14
C100302,2022-07-31,33.09,8.62,2022-08-14
C100302,2022-08-31,36.09,9.87,2022-09-14
C100302,2022-09-30,38.4,10.55,2022-10-14
C100302,2022-10-31,37.76,11.13,2022-11-14
C100302,2022-11-30,51.53,16.76,2022-12-14
C100302,2022-12-31,32.83,8.56,2023-01-14
C100302,2023-01-31,56.38,18.94,2023-02-14
C100302,2023-02-28,32.08,7.73,2023-03-14
C100302,2023-03-31,40.18,11.45,2023-04-14
C100302,2023-04-30,30.37,7.37,2023-05-14
C100302,2023-05-31,37.55,10.39,2023-06-14
C100302,2023-06-30,39.81,11.52,2023-07-14
C100302,2023-07-31,34.26,9.38,2023-08-14
C100302,2023-08-31,39.51,11.5,2023-09-14
C100302,2023-09-30,32.77,8.78,2023-10-14
C100302,2023-10-31,25.98,5.41,2023-11-14
C100302,2023-11-30,40.63,12.02,2023-12-14
C100302,2023-12-31,38.74,10.9,2024-01-14
C100302,2024-01-31,35.2,9.74,2024-02-14
C100302,2024-02-29,35.62,9.81,2024-03-14
C100302,2024-03-31,39.41,11.5,2024-04-14
C100302,2024-04-30,31.74,8.25,2024-05-14
C100302,2024-05-31,38.0,10.54,2024-06-14
C100302,2024-06-30,41.05,11.96,2024-07-14
C100302,2024-07-31,44.19,13.67,2024-08-14
C100302,2024-08-31,40.83,12.43,2024-09-14
C100302,2024-09-30,37.06,10.07,2024-10-14
C100302,2024-10-31,38.29,10.71,2024-11-14
C100302,2024-11-30,35.67,9.57,2024-12-14
C100302,2024-12-31,36.51,9.68,2025-01-14
C100302,2025-01-31,43.97,13.1,2025-02-14
C100302,2025-02-28,37.28,10.06,2025-03-14
C100302,2025-03-31,40.01,11.4,2025-04-14
C100302,2025-04-30,32.09,7.91,2025-05-14
C100302,2025-05-31,43.04,12.74,2025-06-14
C100302,2025-06-30,34.34,8.73,2025-07-14
C100302,2025-07-31,39.92,11.61,2025-08-14
C100302,2025-08-31,31.45,7.91,2025-09-14
C100302,2025-09-30,32.79,8.04,2025-10-14
C100302,2025-10-31,44.56,13.17,2025-11-14
C100302,2025-11-30,34.88,9.03,2025-12-14
C100302,2025-12-31,29.66,6.97,2026-01-14
C100303,2022-01-31,35.5,9.53,2022-02-14
C100303,2022-02-28,46.71,14.75,2022-03-14
C100303,2022-03-31,44.6,14.09,2022-04-14
C100303,2022-04-30,34.43,9.55,2022-05-14
C100303,2022-05-31,34.13,9.5,2022-06-14
C100303,2022-06-30,40.88,12.39,2022-07-14
C100303,2022-07-31,44.84,13.8,2022-08-14
C100303,2022-08-31,38.47,10.58,2022-09-14
C100303,2022-09-30,41.59,12.48,2022-10-14
C100303,2022-10-31,45.21,13.84,2022-11-14
C100303,2022-11-30,53.73,17.89,2022-12-14
C100303,2022-12-31,33.29,9.11,2023-01-14
C100303,2023-01-31,37.4,10.58,2023-02-14
C100303,2023-02-28,38.05,10.93,2023-03-14
C100303,2023-03-31,45.28,14.27,2023-04-14
C100303,2023-04-30,37.81,10.89,2023-05-14
C100303,2023-05-31,39.6,11.87,2023-06-14
C100303,2023-06-30,38.81,11.05,2023-07-14
C100303,2023-07-31,38.36,10.63,2023-08-14
C100303,2023-08-31,39.29,11.01,2023-09-14
C100303,2023-09-30,43.85,13.68,2023-10-14
C100303,2023-10-31,33.61,9.0,2023-11-14
C100303,2023-11-30,39.35,11.61,2023-12-14
C100303,2023-12-31,33.22,8.94,2024-01-14
C100303,2024-01-31,43.55,13.12,2024-02-14
C100303,2024-02-29,39.43,11.8,2024-03-14
C100303,2024-03-31,46.97,14.93,2024-04-14
C100303,2024-04-30,39.81,11.54,2024-05-14
C100303,2024-05-31,36.59,9.97,2024-06-14
C100303,2024-06-30,37.64,10.15,2024-07-14
C100303,2024-07-31,47.84,14.79,2024-08-14
C100303,2024-08-31,29.2,6.91,2024-09-14
C100303,2024-09-30,35.88,9.51,2024-10-14
C100303,2024-10-31,39.4,11.64,2024-11-14
C100303,2024-11-30,37.27,10.27,2024-12-14
C100303,2024-12-31,43.8,13.73,2025-01-14
C100303,2025-01-31,41.26,12.31,2025-02-14
C100303,2025-02-28,43.41,13.07,2025-03-14
C100303,2025-03-31,42.24,12.33,2025-04-14
C100303,2025-04-30,40.14,11.28,2025-05-14
C100303,2025-05-31,32.37,7.84,2025-06-14
C100303,2025-06-30,39.71,11.18,2025-07-14
C100303,2025-07-31,27.67,6.37,2025-08-14
C100303,2025-08-31,35.01,9.11,2025-09-14
C100303,2025-09-30,41.66,12.32,2025-10-14
C100303,2025-10-31,46.32,14.67,2025-11-14
C100303,2025-11-30,54.4,18.43,2025-12-14
C100303,2025-12-31,39.35,11.15,2026-01-14
C100304,2022-01-31,36.5,10.02,2022-02-14
C100304,2022-02-28,46.24,13.82,2022-03-14
C100304,2022-03-31,54.12,17.12,2022-04-14
C100304,2022-04-30,50.36,15.57,2022-05-14
C100304,2022-05-31,33.1,8.48,2022-06-14
C100304,2022-06-30,38.4,10.41,2022-07-14
C100304,2022-07-31,42.92,12.68,2022-08-14
C100304,2022-08-31,42.57,13.0,2022-09-14
C100304,2022-09-30,41.4,12.58,2022-10-14
C100304,2022-10-31,36.43,10.37,2022-11-14
C100304,2022-11-30,43.52,13.6,2022-12-14
C100304,2022-12-31,48.74,14.96,2023-01-14
C100304,2023-01-31,35.43,9.83,2023-02-14
C100304,2023-02-28,51.53,16.08,2023-03-14
C100304,2023-03-31,46.7,14.72,2023-04-14
C100304,2023-04-30,36.76,9.6,2023-05-14
C100304,2023-05-31,44.18,13.42,2023-06-14
C100304,2023-06-30,41.91,12.74,2023-07-14
C100304,2023-07-31,41.98,12.68,2023-08-14
C100304,2023-08-31,46.21,14.6,2023-09-14
C100304,2023-09-30,38.22,11.06,2023-10-14
C100304,2023-10-31,42.83,12.42,2023-11-14
C100304,2023-11-30,24.76,5.0,2023-12-14
C100304,2023-12-31,48.96,15.48,2024-01-14
C100304,2024-01-31,49.67,15.36,2024-02-14
C100304,2024-02-29,50.85,16.16,2024-03-14
C100304,2024-03-31,35.9,9.45,2024-04-14
C100304,2024-04-30,44.76,14.08,2024-05-14
C100304,2024-05-31,45.77,13.66,2024-06-14
C100304,2024-06-30,34.92,9.16,2024-07-14
C100304,2024-07-31,42.5,13.18,2024-08-14
C100304,2024-08-31,41.66,11.88,2024-09-14
C100304,2024-09-30,29.68,6.81,2024-10-14
C100304,2024-10-31,42.31,13.08,2024-11-14
C100304,2024-11-30,37.06,9.92,2024-12-14
C100304,2024-12-31,32.21,7.65,2025-01-14
C100304,2025-01-31,44.95,13.51,2025-02-14
C100304,2025-02-28,42.38,12.17,2025-03-14
C100304,2025-03-31,50.89,15.84,2025-04-14
C100304,2025-04-30,42.43,12.03,2025-05-14
C100304,2025-05-31,42.87,13.05,2025-06-14
C100304,2025-06-30,41.06,11.99,2025-07-14
C100304,2025-07-31,43.34,13.09,2025-08-14
C100304,2025-08-31,33.8,8.58,2025-09-14
C100304,2025-09-30,40.53,11.59,2025-10-14
C100304,2025-10-31,39.17,11.18,2025-11-14
C100304,2025-11-30,46.37,13.8,2025-12-14
C100304,2025-12-31,44.61,13.07,2026-01-14
C100305,2022-01-31,48.4,,2022-02-14
C100305,2022-02-28,49.36,,2022-03-14
C100305,2022-03-31,48.04,,2022-04-14
C100305,2022-04-30,49.76,,2022-05-14
C100305,2022-05-31,50.58,,2022-06-14
C100305,2022-06-30,49.87,,2022-07-14
C100305,2022-07-31,48.97,,2022-08-14
C100305,2022-08-31,50.74,,2022-09-14
C100305,2022-09-30,50.56,,2022-10-14
C100305,2022-10-31,50.63,,2022-11-14
C100305,2022-11-30,50.21,,2022-12-14
C100305,2022-12-31,48.27,,2023-01-14
C100305,2023-01-31,49.75,,2023-02-14
C100305,2023-02-28,49.66,,2023-03-14
C100305,2023-03-31,50.78,,2023-04-14
C100305,2023-04-30,50.4,,2023-05-14
C100305,2023-05-31,48.74,,2023-06-14
C100305,2023-06-30,50.26,,2023-07-14
C100305,2023-07-31,49.13,,2023-08-14
C100305,2023-08-31,49.14,,2023-09-14
C100305,2023-09-30,50.73,,2023-10-14
C100305,2023-10-31,48.25,,2023-11-14
C100305,2023-11-30,48.52,,2023-12-14
C100305,2023-12-31,49.25,,2024-01-14
C100305,2024-01-31,49.33,,2024-02-14
C100305,2024-02-29,50.71,,2024-03-14
C100305,2024-03-31,49.9,,2024-04-14
C100305,2024-04-30,49.71,,2024-05-14
C100305,2024-05-31,50.14,,2024-06-14
C100305,2024-06-30,48.21,,2024-07-14
C100305,2024-07-31,49.58,,2024-08-14
C100305,2024-08-31,50.05,,2024-09-14
C100305,2024-09-30,50.55,,2024-10-14
C100305,2024-10-31,48.06,,2024-11-14
C100305,2024-11-30,48.8,,2024-12-14
C100305,2024-12-31,48.65,,2025-01-14
C100305,2025-01-31,50.58,,2025-02-14
C100305,2025-02-28,49.19,,2025-03-14
C100305,2025-03-31,50.83,,2025-04-14
C100305,2025-04-30,50.28,,2025-05-14
C100305,2025-05-31,50.58,,2025-06-14
C100305,2025-06-30,50.5,,2025-07-14
C100305,2025-07-31,48.48,,2025-08-14
C100305,2025-08-31,48.16,,2025-09-14
C100305,2025-09-30,49.75,,2025-10-14
C100305,2025-10-31,48.23,,2025-11-14
C100305,2025-11-30,49.71,,2025-12-14
C100305,2025-12-31,48.72,,2026-01-14
C100306,2022-01-31,41.12,11.75,2022-02-14
C100306,2022-02-28,33.15,8.69,2022-03-14
C100306,2022-03-31,41.4,12.22,2022-04-14
C100306,2022-04-30,35.66,9.68,2022-05-14
C100306,2022-05-31,26.4,5.3,2022-06-14
C100306,2022-06-30,39.55,11.19,2022-07-14
C100306,2022-07-31,40.65,11.71,2022-08-14
C100306,2022-08-31,41.45,12.59,2022-09-14
C100306,2022-09-30,45.74,14.51,2022-10-14
C100306,2022-10-31,40.07,11.9,2022-11-14
C100306,2022-11-30,39.73,11.75,2022-12-14
C100306,2022-12-31,44.95,13.51,2023-01-14
C100306,2023-01-31,33.32,8.73,2023-02-14
C100306,2023-02-28,29.16,6.71,2023-03-14
C100306,2023-03-31,34.22,9.38,2023-04-14
C100306,2023-04-30,44.2,13.06,2023-05-14
C100306,2023-05-31,33.2,8.26,2023-06-14
C100306,2023-06-30,37.32,10.42,2023-07-14
C100306,2023-07-31,38.26,10.52,2023-08-14
C100306,2023-08-31,36.75,9.94,2023-09-14
C100306,2023-09-30,28.56,6.89,2023-10-14
C100306,2023-10-31,39.26,10.91,2023-11-14
C100306,2023-11-30,34.68,9.52,2023-12-14
C100306,2023-12-31,46.43,15.01,2024-01-14
C100306,2024-01-31,45.78,13.75,2024-02-14
C100306,2024-02-29,35.02,9.87,2024-03-14
C100306,2024-03-31,47.09,14.75,2024-04-14
C100306,2024-04-30,39.17,10.91,2024-05-14
C100306,2024-05-31,28.15,6.02,2024-06-14
C100306,2024-06-30,35.27,9.25,2024-07-14
C100306,2024-07-31,43.32,12.77,2024-08-14
C100306,2024-08-31,30.94,7.66,2024-09-14
C100306,2024-09-30,36.15,9.56,2024-10-14
C100306,2024-10-31,28.95,6.99,2024-11-14
C100306,2024-11-30,30.5,7.65,2024-12-14
C100306,2024-12-31,32.86,8.77,2025-01-14
C100306,2025-01-31,31.83,7.88,2025-02-14
C100306,2025-02-28,33.64,9.3,2025-03-14
C100306,2025-03-31,45.77,14.68,2025-04-14
C100306,2025-04-30,36.15,10.04,2025-05-14
C100306,2025-05-31,39.06,11.45,2025-06-14
C100306,2025-06-30,38.87,11.76,2025-07-14
C100306,2025-07-31,28.95,6.96,2025-08-14
C100306,2025-08-31,30.1,7.64,2025-09-14
C100306,2025-09-30,38.66,11.41,2025-10-14
C100306,2025-10-31,33.22,8.66,2025-11-14
C100306,2025-11-30,40.7,12.2,2025-12-14
C100306,2025-12-31,48.05,14.95,2026-01-14
C100307,2022-01-31,49.39,,2022-02-14
C100307,2022-02-28,49.45,,2022-03-14
C100307,2022-03-31,49.2,,2022-04-14
C100307,2022-04-30,48.72,,2022-05-14
C100307,2022-05-31,48.86,,2022-06-14
C100307,2022-06-30,51.02,,2022-07-14
C100307,2022-07-31,49.77,,2022-08-14
C100307,2022-08-31,50.98,,2022-09-14
C100307,2022-09-30,50.05,,2022-10-14
C100307,2022-10-31,49.29,,2022-11-14
C100307,2022-11-30,51.21,,2022-12-14
C100307,2022-12-31,48.46,,2023-01-14
C100307,2023-01-31,51.02,,2023-02-14
C100307,2023-02-28,49.51,,2023-03-14
C100307,2023-03-31,50.62,,2023-04-14
C100307,2023-04-30,50.66,,2023-05-14
C100307,2023-05-31,49.17,,2023-06-14
C100307,2023-06-30,48.49,,2023-07-14
C100307,2023-07-31,50.61,,2023-08-14
C100307,2023-08-31,50.45,,2023-09-14
C100307,2023-09-30,49.05,,2023-10-14
C100307,2023-10-31,50.78,,2023-11-14
C100307,2023-11-30,49.91,,2023-12-14
C100307,2023-12-31,50.54,,2024-01-14
C100307,2024-01-31,49.68,,2024-02-14
C100307,2024-02-29,48.53,,2024-03-14
C100307,2024-03-31,48.51,,2024-04-14
C100307,2024-04-30,50.27,,2024-05-14
C100307,2024-05-31,51.24,,2024-06-14
C100307,2024-06-30,50.57,,2024-07-14
C100307,2024-07-31,49.63,,2024-08-14
C100307,2024-08-31,50.87,,2024-09-14
C100307,2024-09-30,49.71,,2024-10-14
C100307,2024-10-31,49.95,,2024-11-14
C100307,2024-11-30,49.25,,2024-12-14
C100307,2024-12-31,50.28,,2025-01-14
C100307,2025-01-31,49.96,,2025-02-14
C100307,2025-02-28,51.06,,2025-03-14
C100307,2025-03-31,49.44,,2025-04-14
C100307,2025-04-30,49.73,,2025-05-14
C100307,2025-05-31,48.77,,2025-06-14
C100307,2025-06-30,50.56,,2025-07-14
C100307,2025-07-31,51.19,,2025-08-14
C100307,2025-08-31,51.18,,2025-09-14
C100307,2025-09-30,49.68,,2025-10-14
C100307,2025-10-31,49.84,,2025-11-14
C100307,2025-11-30,49.15,,2025-12-14
C100307,2025-12-31,51.15,,2026-01-14
C100308,2022-01-31,42.62,13.37,2022-02-14
C100308,2022-02-28,34.87,9.16,2022-03-14
C100308,2022-03-31,32.47,8.28,2022-04-14
C100308,2022-04-30,39.09,11.17,2022-05-14
C100308,2022-05-31,41.07,12.07,2022-06-14
C100308,2022-06-30,36.02,10.0,2022-07-14
C100308,2022-07-31,30.9,7.61,2022-08-14
C100308,2022-08-31,36.59,10.0,2022-09-14
C100308,2022-09-30,34.46,8.82,2022-10-14
C100308,2022-10-31,41.5,12.51,2022-11-14
C100308,2022-11-30,45.41,14.24,2022-12-14
C100308,2022-12-31,45.17,14.47,2023-01-14
C100308,2023-01-31,40.64,11.83,2023-02-14
C100308,2023-02-28,47.88,14.76,2023-03-14
C100308,2023-03-31,33.55,8.79,2023-04-14
C100308,2023-04-30,47.51,15.46,2023-05-14
C100308,2023-05-31,31.88,8.1,2023-06-14
C100308,2023-06-30,26.17,5.51,2023-07-14
C100308,2023-07-31,42.7,13.26,2023-08-14
C100308,2023-08-31,33.15,8.59,2023-09-14
C100308,2023-09-30,38.29,10.84,2023-10-14
C100308,2023-10-31,32.18,8.42,2023-11-14
C100308,2023-11-30,52.84,17.59,2023-12-14
C100308,2023-12-31,51.32,16.63,2024-01-14
C100308,2024-01-31,50.81,16.06,2024-02-14
C100308,2024-02-29,39.6,12.0,2024-03-14
C100308,2024-03-31,46.08,13.99,2024-04-14
C100308,2024-04-30,37.25,10.87,2024-05-14
C100308,2024-05-31,43.35,13.25,2024-06-14
C100308,2024-06-30,35.36,9.28,2024-07-14
C100308,2024-07-31,45.62,13.76,2024-08-14
C100308,2024-08-31,34.92,9.17,2024-09-14
C100308,2024-09-30,34.7,9.73,2024-10-14
C100308,2024-10-31,35.39,9.83,2024-11-14
C100308,2024-11-30,39.72,11.94,2024-12-14
C100308,2024-12-31,37.81,10.72,2025-01-14
C100308,2025-01-31,42.97,13.2,2025-02-14
C100308,2025-02-28,38.16,10.48,2025-03-14
C100308,2025-03-31,43.23,13.5,2025-04-14
C100308,2025-04-30,47.78,14.8,2025-05-14
C100308,2025-05-31,37.5,10.75,2025-06-14
C100308,2025-06-30,49.2,15.4,2025-07-14
C100308,2025-07-31,41.56,12.71,2025-08-14
C100308,2025-08-31,47.48,15.21,2025-09-14
C100308,2025-09-30,36.81,10.41,2025-10-14
C100308,2025-10-31,29.64,6.85,2025-11-14
C100308,2025-11-30,35.53,9.6,2025-12-14
C100308,2025-12-31,37.46,10.15,2026-01-14
C100309,2022-01-31,48.0,,2022-02-14
C100309,2022-02-28,50.47,,2022-03-14
C100309,2022-03-31,47.79,,2022-04-14
C100309,2022-04-30,49.1,,2022-05-14
C100309,2022-05-31,48.14,,2022-06-14
C100309,2022-06-30,48.94,,2022-07-14
C100309,2022-07-31,49.77,,2022-08-14
C100309,2022-08-31,48.94,,2022-09-14
C100309,2022-09-30,50.05,,2022-10-14
C100309,2022-10-31,49.6,,2022-11-14
C100309,2022-11-30,49.03,,2022-12-14
C100309,2022-12-31,50.3,,2023-01-14
C100309,2023-01-31,49.91,,2023-02-14
C100309,2023-02-28,50.32,,2023-03-14
C100309,2023-03-31,49.12,,2023-04-14
C100309,2023-04-30,50.28,,2023-05-14
C100309,2023-05-31,47.95,,2023-06-14
C100309,2023-06-30,50.29,,2023-07-14
C100309,2023-07-31,49.03,,2023-08-14
C100309,2023-08-31,47.54,,2023-09-14
C100309,2023-09-30,49.91,,2023-10-14
C100309,2023-10-31,50.16,,2023-11-14
C100309,2023-11-30,49.17,,2023-12-14
C100309,2023-12-31,48.84,,2024-01-14
C100309,2024-01-31,50.11,,2024-02-14
C100309,2024-02-29,47.68,,2024-03-14
C100309,2024-03-31,50.02,,2024-04-14
C100309,2024-04-30,49.61,,2024-05-14
C100309,2024-05-31,49.3,,2024-06-14
C100309,2024-06-30,49.25,,2024-07-14
C100309,2024-07-31,48.34,,2024-08-14
C100309,2024-08-31,48.11,,2024-09-14
C100309,2024-09-30,49.24,,2024-10-14
C100309,2024-10-31,48.57,,2024-11-14
C100309,2024-11-30,48.29,,2024-12-14
C100309,2024-12-31,49.22,,2025-01-14
C100309,2025-01-31,49.12,,2025-02-14
C100309,2025-02-28,48.49,,2025-03-14
C100309,2025-03-31,49.41,,2025-04-14
C100309,2025-04-30,47.67,,2025-05-14
C100309,2025-05-31,50.21,,2025-06-14
C100309,2025-06-30,47.94,,2025-07-14
C100309,2025-07-31,50.12,,2025-08-14
C100309,2025-08-31,48.87,,2025-09-14
C100309,2025-09-30,49.79,,2025-10-14
C100309,2025-10-31,49.41,,2025-11-14
C100309,2025-11-30,49.12,,2025-12-14
C100309,2025-12-31,50.08,,2026-01-14
C100310,2022-01-31,30.14,8.15,2022-02-14
C100310,2022-02-28,41.99,12.66,2022-03-14
C100310,2022-03-31,34.95,9.74,2022-04-14
C100310,2022-04-30,40.99,12.28,2022-05-14
C100310,2022-05-31,37.94,10.91,2022-06-14
C100310,2022-06-30,40.1,12.68,2022-07-14
C100310,2022-07-31,31.76,8.21,2022-08-14
C100310,2022-08-31,36.77,10.78,2022-09-14
C100310,2022-09-30,39.76,12.09,2022-10-14
C100310,2022-10-31,33.17,9.43,2022-11-14
C100310,2022-11-30,43.78,14.37,2022-12-14
C100310,2022-12-31,28.32,7.31,2023-01-14
C100310,2023-01-31,33.09,9.63,2023-02-14
C100310,2023-02-28,28.43,7.21,2023-03-14
C100310,2023-03-31,34.48,9.53,2023-04-14
C100310,2023-04-30,36.75,10.61,2023-05-14
C100310,2023-05-31,39.44,12.56,2023-06-14
C100310,2023-06-30,35.25,9.88,2023-07-14
C100310,2023-07-31,32.2,8.75,2023-08-14
C100310,2023-08-31,27.03,6.63,2023-09-14
C100310,2023-09-30,29.63,7.65,2023-10-14
C100310,2023-10-31,37.72,11.78,2023-11-14
C100310,2023-11-30,43.03,13.73,2023-12-14
C100310,2023-12-31,35.84,10.64,2024-01-14
C100310,2024-01-31,46.66,15.15,2024-02-14
C100310,2024-02-29,33.73,9.22,2024-03-14
C100310,2024-03-31,35.88,10.42,2024-04-14
C100310,2024-04-30,35.65,10.23,2024-05-14
C100310,2024-05-31,45.57,14.23,2024-06-14
C100310,2024-06-30,36.6,10.55,2024-07-14
C100310,2024-07-31,25.45,5.98,2024-08-14
C100310,2024-08-31,41.45,12.45,2024-09-14
C100310,2024-09-30,45.3,14.99,2024-10-14
C100310,2024-10-31,35.7,10.38,2024-11-14
C100310,2024-11-30,33.54,9.11,2024-12-14
C100310,2024-12-31,43.99,14.07,2025-01-14
C100310,2025-01-31,51.8,17.18,2025-02-14
C100310,2025-02-28,44.17,14.03,2025-03-14
C100310,2025-03-31,29.18,7.22,2025-04-14
C100310,2025-04-30,40.95,12.89,2025-05-14
C100310,2025-05-31,39.38,11.53,2025-06-14
C100310,2025-06-30,30.39,8.02,2025-07-14
C100310,2025-07-31,41.79,13.08,2025-08-14
C100310,2025-08-31,37.59,11.26,2025-09-14
C100310,2025-09-30,42.15,13.72,2025-10-14
C100310,2025-10-31,30.48,8.35,2025-11-14
C100310,2025-11-30,39.3,12.48,2025-12-14
C100310,2025-12-31,34.01,9.37,2026-01-14
C100311,2022-01-31,43.46,,2022-02-14
C100311,2022-02-28,45.1,,2022-03-14
C100311,2022-03-31,45.44,,2022-04-14
C100311,2022-04-30,43.59,,2022-05-14
C100311,2022-05-31,43.42,,2022-06-14
C100311,2022-06-30,45.3,,2022-07-14
C100311,2022-07-31,45.6,,2022-08-14
C100311,2022-08-31,45.23,,2022-09-14
C100311,2022-09-30,43.92,,2022-10-14
C100311,2022-10-31,44.41,,2022-11-14
C100311,2022-11-30,43.79,,2022-12-14
C100311,2022-12-31,44.44,,2023-01-14
C100311,2023-01-31,44.14,,2023-02-14
C100311,2023-02-28,45.23,,2023-03-14
C100311,2023-03-31,45.48,,2023-04-14
C100311,2023-04-30,43.89,,2023-05-14
C100311,2023-05-31,45.59,,2023-06-14
C100311,2023-06-30,45.27,,2023-07-14
C100311,2023-07-31,45.15,,2023-08-14
C100311,2023-08-31,45.57,,2023-09-14
C100311,2023-09-30,43.62,,2023-10-14
C100311,2023-10-31,44.43,,2023-11-14
C100311,2023-11-30,45.58,,2023-12-14
C100311,2023-12-31,44.51,,2024-01-14
C100311,2024-01-31,43.02,,2024-02-14
C100311,2024-02-29,45.11,,2024-03-14
C100311,2024-03-31,45.45,,2024-04-14
C100311,2024-04-30,44.39,,2024-05-14
C100311,2024-05-31,45.11,,2024-06-14
C100311,2024-06-30,43.93,,2024-07-14
C100311,2024-07-31,45.48,,2024-08-14
C100311,2024-08-31,43.01,,2024-09-14
C100311,2024-09-30,44.04,,2024-10-14
C100311,2024-10-31,44.21,,2024-11-14
C100311,2024-11-30,44.98,,2024-12-14
C100311,2024-12-31,43.56,,2025-01-14
C100311,2025-01-31,43.19,,2025-02-14
C100311,2025-02-28,45.32,,2025-03-14
C100311,2025-03-31,43.73,,2025-04-14
C100311,2025-04-30,44.73,,2025-05-14
C100311,2025-05-31,44.75,,2025-06-14
C100311,2025-06-30,45.57,,2025-07-14
C100311,2025-07-31,45.53,,2025-08-14
C100311,2025-08-31,43.07,,2025-09-14
C100311,2025-09-30,43.37,,2025-10-14
C100311,2025-10-31,43.44,,2025-11-14
C100311,2025-11-30,45.01,,2025-12-14
C100311,2025-12-31,44.74,,2026-01-14
C100312,2022-01-31,32.57,8.58,2022-02-14
C100312,2022-02-28,37.84,10.71,2022-03-14
C100312,2022-03-31,34.9,9.28,2022-04-14
C100312,2022-04-30,45.33,14.37,2022-05-14
C100312,2022-05-31,43.2,13.04,2022-06-14
C100312,2022-06-30,36.75,10.6,2022-07-14
C100312,2022-07-31,39.36,11.33,2022-08-14
C100312,2022-08-31,37.93,10.54,2022-09-14
C100312,2022-09-30,43.93,13.26,2022-10-14
C100312,2022-10-31,41.54,12.91,2022-11-14
C100312,2022-11-30,44.25,13.92,2022-12-14
C100312,2022-12-31,41.27,11.81,2023-01-14
C100312,2023-01-31,37.18,10.68,2023-02-14
C100312,2023-02-28,44.41,14.22,2023-03-14
C100312,2023-03-31,49.32,16.25,2023-04-14
C100312,2023-04-30,46.45,14.45,2023-05-14
C100312,2023-05-31,48.78,15.07,2023-06-14
C100312,2023-06-30,39.43,11.15,2023-07-14
C100312,2023-07-31,32.64,8.28,2023-08-14
C100312,2023-08-31,33.07,8.6,2023-09-14
C100312,2023-09-30,44.94,14.56,2023-10-14
C100312,2023-10-31,28.65,6.66,2023-11-14
C100312,2023-11-30,49.07,16.12,2023-12-14
C100312,2023-12-31,35.93,10.14,2024-01-14
C100312,2024-01-31,53.28,17.93,2024-02-14
C100312,2024-02-29,41.97,12.15,2024-03-14
C100312,2024-03-31,44.78,13.98,2024-04-14
C100312,2024-04-30,52.68,17.81,2024-05-14
C100312,2024-05-31,37.02,10.26,2024-06-14
C100312,2024-06-30,36.56,9.9,2024-07-14
C100312,2024-07-31,33.06,8.95,2024-08-14
C100312,2024-08-31,32.42,8.3,2024-09-14
C100312,2024-09-30,37.39,10.26,2024-10-14
C100312,2024-10-31,35.78,10.09,2024-11-14
C100312,2024-11-30,33.17,8.6,2024-12-14
C100312,2024-12-31,38.92,11.76,2025-01-14
C100312,2025-01-31,44.05,13.75,2025-02-14
C100312,2025-02-28,35.73,9.84,2025-03-14
C100312,2025-03-31,39.69,11.57,2025-04-14
C100312,2025-04-30,48.28,15.24,2025-05-14
C100312,2025-05-31,31.23,7.51,2025-06-14
C100312,2025-06-30,48.91,15.47,2025-07-14
C100312,2025-07-31,32.97,9.0,2025-08-14
C100312,2025-08-31,38.4,11.24,2025-09-14
C100312,2025-09-30,46.79,14.31,2025-10-14
C100312,2025-10-31,49.65,15.71,2025-11-14
C100312,2025-11-30,44.58,13.29,2025-12-14
C100312,2025-12-31,36.78,10.4,2026-01-14
C100313,2022-01-31,36.39,9.77,2022-02-14
C100313,2022-02-28,36.84,10.23,2022-03-14
C100313,2022-03-31,50.3,16.35,2022-04-14
C100313,2022-04-30,37.27,10.04,2022-05-14
C100313,2022-05-31,39.08,11.34,2022-06-14
C100313,2022-06-30,31.43,7.81,2022-07-14
C100313,2022-07-31,30.94,7.46,2022-08-14
C100313,2022-08-31,37.26,10.3,2022-09-14
C100313,2022-09-30,35.12,9.78,2022-10-14
C100313,2022-10-31,36.49,10.37,2022-11-14
C100313,2022-11-30,29.97,7.59,2022-12-14
C100313,2022-12-31,39.49,11.57,2023-01-14
C100313,2023-01-31,49.87,16.06,2023-02-14
C100313,2023-02-28,34.74,9.48,2023-03-14
C100313,2023-03-31,44.68,13.77,2023-04-14
C100313,2023-04-30,24.45,5.0,2023-05-14
C100313,2023-05-31,33.09,8.63,2023-06-14
C100313,2023-06-30,27.01,5.79,2023-07-14
C100313,2023-07-31,43.24,12.96,2023-08-14
C100313,2023-08-31,41.47,12.28,2023-09-14
C100313,2023-09-30,31.65,8.08,2023-10-14
C100313,2023-10-31,40.9,11.72,2023-11-14
C100313,2023-11-30,47.19,14.56,2023-12-14
