customer_id,payment_date,amount,method
C100264,2025-03-15,43.9,Direct Debit
C100264,2025-04-19,27.39,Direct Debit
C100264,2025-05-12,26.39,Bank Transfer
C100264,2025-06-18,35.69,Card
C100264,2025-08-17,35.48,Card
C100264,2025-09-21,34.49,Direct Debit
C100264,2025-10-16,31.08,Direct Debit
C100264,2025-11-20,42.11,Direct Debit
C100264,2025-12-20,35.97,Card
C100264,2026-01-15,24.61,Direct Debit
C100265,2022-02-15,33.94,Direct Debit
C100265,2022-03-20,54.9,Direct Debit
C100265,2022-05-17,29.43,Direct Debit
C100265,2022-06-13,43.61,Direct Debit
C100265,2022-07-21,28.21,Direct Debit
C100265,2022-08-14,33.72,Direct Debit
C100265,2022-09-20,36.91,Direct Debit
C100265,2022-10-15,45.31,Direct Debit
C100265,2022-12-17,32.29,Direct Debit
C100265,2023-01-21,30.7,Direct Debit
C100265,2023-02-13,48.54,Bank Transfer
C100265,2023-05-20,43.73,Direct Debit
C100265,2023-08-19,34.79,Card
C100265,2023-09-18,48.41,Direct Debit
C100265,2023-11-21,42.93,Direct Debit
C100265,2023-12-15,43.31,Card
C100265,2024-01-14,34.55,Direct Debit
C100265,2024-02-20,37.5,Card
C100265,2024-03-20,39.38,Bank Transfer
C100265,2024-05-21,50.86,Direct Debit
C100265,2025-01-18,51.95,Direct Debit
C100265,2025-02-16,39.23,Direct Debit
C100265,2025-03-13,14.34,Direct Debit
C100265,2025-04-14,44.39,Direct Debit
C100265,2025-06-15,35.55,Card
C100265,2025-07-13,29.49,Direct Debit
C100265,2025-08-19,38.7,Card
C100265,2025-09-17,34.38,Direct Debit
C100265,2025-10-12,43.54,PayPoint
C100265,2025-11-13,40.24,Direct Debit
C100265,2025-12-16,14.18,Direct Debit
C100265,2026-01-15,36.42,Bank Transfer
C100266,2022-02-17,50.45,Direct Debit
C100266,2022-03-12,49.19,Direct Debit
C100266,2022-04-15,48.06,Card
C100266,2022-05-12,52.6,Direct Debit
C100266,2022-06-16,45.63,Card
C100266,2022-07-20,56.15,Cash
C100266,2022-08-21,49.08,Direct Debit
C100266,2022-09-17,50.75,Direct Debit
C100266,2022-10-15,44.33,Direct Debit
C100266,2022-11-13,45.44,Direct Debit
C100266,2022-12-16,52.43,Card
C100266,2023-01-16,39.39,Direct Debit
C100266,2023-02-18,40.6,Direct Debit
C100266,2023-03-21,46.14,Direct Debit
C100266,2023-04-12,43.95,Card
C100266,2023-05-20,48.51,Direct Debit
C100266,2023-06-12,56.38,Direct Debit
C100266,2023-07-21,40.26,Bank Transfer
C100266,2023-08-19,54.64,Card
C100266,2023-09-19,52.74,Cash
C100266,2023-10-21,50.82,Direct Debit
C100266,2023-11-20,44.04,Direct Debit
C100266,2023-12-19,57.1,Card
C100266,2024-01-13,44.39,Direct Debit
C100266,2024-02-12,45.91,Direct Debit
C100266,2024-03-19,38.63,Direct Debit
C100266,2024-04-16,35.79,Bank Transfer
C100266,2024-05-19,61.88,Direct Debit
C100266,2024-06-14,63.05,Card
C100266,2024-07-16,52.87,Direct Debit
C100266,2024-08-15,43.57,Direct Debit
C100266,2024-09-13,44.97,Direct Debit
C100266,2024-11-21,56.27,PayPoint
C100266,2024-12-13,47.55,Bank Transfer
C100266,2025-01-19,52.54,Direct Debit
C100266,2025-02-14,48.15,Bank Transfer
C100266,2025-03-19,48.16,Bank Transfer
C100266,2025-04-18,55.25,Cash
C100266,2025-05-15,56.49,Card
C100266,2025-06-14,41.94,Direct Debit
C100266,2025-07-21,47.65,Card
C100266,2025-08-17,47.28,PayPoint
C100266,2025-09-13,52.76,Bank Transfer
C100266,2025-10-18,51.23,Bank Transfer
C100266,2025-11-13,54.14,Bank Transfer
C100266,2025-12-17,50.04,PayPoint
C100266,2026-01-15,51.11,Direct Debit
C100267,2022-02-12,42.26,Direct Debit
C100267,2022-03-12,42.24,Direct Debit
C100267,2022-04-12,37.4,Direct Debit
C100267,2022-07-19,36.18,Cash
C100267,2022-08-13,49.83,Cash
C100267,2022-09-16,34.84,Direct Debit
C100267,2022-10-16,28.85,PayPoint
C100267,2022-12-12,27.65,Direct Debit
C100267,2023-01-18,55.0,Direct Debit
C100267,2023-03-13,40.14,Direct Debit
C100267,2023-04-20,31.49,Card
C100267,2023-06-12,51.07,Direct Debit
C100267,2023-07-12,19.81,Direct Debit
C100267,2023-09-15,23.35,Card
C100267,2023-11-14,35.77,Direct Debit
C100267,2023-12-15,47.51,Direct Debit
C100267,2024-01-14,36.84,Bank Transfer
C100267,2024-02-14,42.94,Card
C100267,2024-03-15,31.62,Direct Debit
C100267,2024-04-19,27.65,Direct Debit
C100267,2024-05-12,47.8,PayPoint
C100267,2024-07-14,48.46,Cash
C100267,2024-08-14,27.41,Bank Transfer
C100267,2024-09-20,26.49,Direct Debit
C100267,2024-11-18,38.21,Card
C100267,2025-01-13,43.51,Direct Debit
C100267,2025-03-16,34.95,Direct Debit
C100267,2025-05-14,32.75,Bank Transfer
C100267,2025-06-19,20.46,Card
C100267,2025-07-18,30.7,Direct Debit
C100267,2025-08-14,31.99,Card
C100267,2025-10-16,33.22,Card
C100267,2026-01-12,43.8,Direct Debit
C100268,2022-02-20,24.22,Card
C100268,2022-03-20,28.17,Card
C100268,2022-04-12,37.7,Card
C100268,2022-05-20,40.35,Direct Debit
C100268,2022-06-18,44.34,Card
C100268,2022-07-17,24.37,Card
C100268,2022-09-14,33.61,Direct Debit
C100268,2022-12-20,36.76,Bank Transfer
C100268,2023-01-16,53.9,Direct Debit
C100268,2023-03-20,43.29,Direct Debit
C100268,2023-05-16,40.77,Direct Debit
C100268,2023-08-20,27.49,Direct Debit
C100268,2023-10-17,23.94,Direct Debit
C100268,2023-11-21,32.67,Cash
C100268,2023-12-12,45.0,Cash
C100268,2024-02-12,37.9,PayPoint
C100268,2024-03-14,20.41,Cash
C100268,2024-05-12,35.68,Direct Debit
C100268,2024-06-19,28.63,Direct Debit
C100268,2024-08-14,32.38,Direct Debit
C100268,2024-09-12,30.32,Card
C100268,2024-10-20,41.75,Direct Debit
C100268,2024-12-19,43.76,Direct Debit
C100268,2025-01-17,32.55,Direct Debit
C100268,2025-02-16,33.17,Direct Debit
C100268,2025-03-14,43.13,Direct Debit
C100268,2025-04-15,45.63,Direct Debit
C100268,2025-05-16,36.87,Cash
C100268,2025-06-21,33.64,Direct Debit
C100268,2025-07-13,27.73,Direct Debit
C100268,2025-10-19,47.95,Bank Transfer
C100268,2025-11-18,23.4,Direct Debit
C100269,2022-02-21,49.94,Card
C100269,2022-03-15,58.35,Bank Transfer
C100269,2022-04-17,63.16,Direct Debit
C100269,2022-06-15,47.57,Bank Transfer
C100269,2022-07-19,44.07,Direct Debit
C100269,2022-08-16,45.44,Direct Debit
C100269,2022-09-20,32.01,Direct Debit
C100269,2022-10-18,55.81,Bank Transfer
C100269,2022-11-19,44.38,Direct Debit
C100269,2023-01-18,45.45,Card
C100269,2023-02-18,53.44,Direct Debit
C100269,2023-03-21,51.7,Direct Debit
C100269,2023-04-17,64.1,Bank Transfer
C100269,2023-05-21,32.39,Direct Debit
C100269,2023-06-20,54.57,Direct Debit
C100269,2023-07-12,36.87,Direct Debit
C100269,2023-08-16,46.2,Direct Debit
C100269,2023-09-17,44.66,Card
C100269,2023-10-20,60.67,Direct Debit
C100269,2023-11-21,46.42,Direct Debit
C100269,2023-12-17,50.25,Direct Debit
C100269,2024-01-18,53.18,Direct Debit
C100269,2024-02-15,48.16,Card
C100269,2024-03-18,58.33,Direct Debit
C100269,2024-04-12,42.17,Direct Debit
C100269,2024-05-21,45.47,Direct Debit
C100269,2024-06-16,46.91,Direct Debit
C100269,2024-07-17,54.3,Direct Debit
C100269,2024-08-12,43.23,Bank Transfer
C100269,2024-09-13,50.27,Direct Debit
C100269,2024-10-18,54.29,Card
C100269,2024-11-12,42.32,Direct Debit
C100269,2025-01-21,39.28,Direct Debit
C100269,2025-02-15,35.12,Direct Debit
C100269,2025-03-21,44.0,Direct Debit
C100269,2025-04-18,55.62,Direct Debit
C100269,2025-05-18,42.16,Direct Debit
C100269,2025-06-17,53.92,Bank Transfer
C100269,2025-08-18,40.14,Card
C100269,2025-09-13,35.92,Direct Debit
C100269,2025-10-12,46.38,Direct Debit
C100269,2025-11-16,46.43,Direct Debit
C100269,2025-12-20,65.64,Direct Debit
C100269,2026-01-12,60.36,Direct Debit
C100270,2022-02-18,55.32,Direct Debit
C100270,2022-03-12,41.22,Direct Debit
C100270,2022-04-13,49.81,Direct Debit
C100270,2022-05-19,52.27,Bank Transfer
C100270,2022-06-20,68.47,Direct Debit
C100270,2022-07-20,53.23,Direct Debit
C100270,2022-08-16,45.17,Card
C100270,2022-09-16,52.2,Direct Debit
C100270,2022-10-15,40.35,Direct Debit
C100270,2022-11-19,58.97,Direct Debit
C100270,2022-12-20,40.26,Direct Debit
C100270,2023-01-12,49.88,Direct Debit
C100270,2023-02-15,48.98,Cash
C100270,2023-03-15,41.83,Card
C100270,2023-04-12,45.81,Direct Debit
C100270,2023-05-13,42.24,Card
C100270,2023-06-13,44.93,Card
C100270,2023-07-18,42.7,Direct Debit
C100270,2023-08-15,43.25,Direct Debit
C100270,2023-09-19,35.09,Card
C100270,2023-10-12,54.57,Direct Debit
C100270,2023-11-18,37.51,Direct Debit
C100270,2023-12-20,44.44,Direct Debit
C100270,2024-01-13,42.13,Direct Debit
C100270,2024-02-15,51.29,Direct Debit
C100270,2024-03-12,44.61,Direct Debit
C100270,2024-04-21,52.43,PayPoint
C100270,2024-05-18,39.37,Direct Debit
C100270,2024-06-20,57.43,Bank Transfer
C100270,2024-07-18,54.94,Direct Debit
C100270,2024-08-13,46.13,Direct Debit
C100270,2024-12-12,56.2,Direct Debit
C100270,2025-01-15,45.22,Direct Debit
C100270,2025-02-14,40.87,Direct Debit
C100270,2025-03-13,45.76,Direct Debit
C100270,2025-05-20,47.76,Direct Debit
C100270,2025-06-12,50.52,Direct Debit
C100270,2025-07-13,53.44,Bank Transfer
C100270,2025-08-13,54.04,Direct Debit
C100270,2025-09-19,43.52,Bank Transfer
C100270,2025-10-20,60.03,Bank Transfer
C100270,2025-11-14,53.79,Direct Debit
C100270,2025-12-20,50.12,Direct Debit
C100270,2026-01-18,52.11,Card
C100271,2022-03-20,33.47,Direct Debit
C100271,2022-04-12,34.97,Bank Transfer
C100271,2022-05-12,53.2,Direct Debit
C100271,2022-06-17,40.57,Cash
C100271,2022-07-12,35.55,Direct Debit
C100271,2022-08-17,49.21,Direct Debit
C100271,2022-09-16,25.84,Direct Debit
C100271,2022-10-20,29.71,Direct Debit
C100271,2022-11-13,25.14,Direct Debit
C100271,2022-12-20,42.18,Direct Debit
C100271,2023-01-19,50.29,Bank Transfer
C100271,2023-02-14,34.69,Direct Debit
C100271,2023-03-15,34.62,Direct Debit
C100271,2023-04-13,49.63,Bank Transfer
C100271,2023-06-12,39.93,Bank Transfer
C100271,2023-07-20,40.79,Direct Debit
C100271,2023-08-21,26.72,Bank Transfer
C100271,2023-09-16,40.22,Direct Debit
C100271,2023-10-17,26.77,Direct Debit
C100271,2023-11-19,43.44,Direct Debit
C100271,2024-01-16,48.11,Direct Debit
C100271,2024-02-19,54.5,Card
C100271,2024-03-17,42.54,Direct Debit
C100271,2024-04-13,40.22,Direct Debit
C100271,2024-05-16,46.1,Bank Transfer
C100271,2024-07-16,44.74,Direct Debit
C100271,2024-08-12,38.44,Direct Debit
C100271,2024-09-14,19.86,Card
C100271,2024-10-14,47.34,Direct Debit
C100271,2024-11-21,14.36,Direct Debit
C100271,2024-12-12,31.21,Direct Debit
C100271,2025-01-20,33.77,Direct Debit
C100271,2025-02-14,54.46,Direct Debit
C100271,2025-04-17,48.69,Direct Debit
C100271,2025-05-13,37.47,Direct Debit
C100271,2025-06-17,28.1,Direct Debit
C100271,2025-07-21,41.85,Card
C100271,2025-08-18,41.52,Direct Debit
C100271,2025-10-15,36.24,Card
C100271,2025-11-19,40.82,Bank Transfer
C100271,2025-12-12,38.64,Direct Debit
C100271,2026-01-12,23.61,Bank Transfer
C100272,2022-02-19,59.99,Card
C100272,2022-03-19,23.53,Cash
C100272,2022-04-17,47.37,PayPoint
C100272,2022-05-15,27.04,Direct Debit
C100272,2022-06-18,48.13,Bank Transfer
C100272,2022-07-13,39.73,Bank Transfer
C100272,2022-08-19,43.31,Cash
C100272,2022-09-20,27.92,Direct Debit
C100272,2022-10-12,21.2,Direct Debit
C100272,2022-11-12,35.01,Bank Transfer
C100272,2022-12-12,52.77,Direct Debit
C100272,2023-01-18,49.22,Direct Debit
C100272,2023-02-18,53.2,Direct Debit
C100272,2023-03-19,30.75,Direct Debit
C100272,2023-04-16,49.6,Direct Debit
C100272,2023-05-13,43.98,Bank Transfer
C100272,2023-06-16,42.55,Direct Debit
C100272,2023-07-15,29.26,Card
C100272,2023-08-21,27.3,Bank Transfer
C100272,2023-10-14,43.75,Direct Debit
C100272,2023-11-15,24.94,Bank Transfer
C100272,2023-12-12,40.23,Card
C100272,2024-01-16,30.2,Direct Debit
C100272,2024-02-17,45.39,Direct Debit
C100272,2024-03-13,37.16,Direct Debit
C100272,2024-04-13,42.35,Direct Debit
C100272,2024-05-21,30.67,Direct Debit
C100272,2024-06-15,41.36,Direct Debit
C100272,2024-07-14,40.01,Direct Debit
C100272,2024-08-16,48.09,Direct Debit
C100272,2024-09-21,47.01,Direct Debit
C100272,2024-10-17,47.63,Direct Debit
C100272,2024-11-18,37.85,Direct Debit
C100272,2024-12-19,51.94,Direct Debit
C100272,2025-01-20,34.48,Direct Debit
C100272,2025-02-18,31.13,Direct Debit
C100272,2025-03-13,26.66,Direct Debit
C100272,2025-04-15,30.13,Direct Debit
C100272,2025-05-20,49.39,Direct Debit
C100272,2025-06-16,58.56,Direct Debit
C100272,2025-08-12,51.41,Direct Debit
C100272,2025-09-19,39.13,Bank Transfer
C100272,2025-10-18,38.71,Bank Transfer
C100272,2025-11-12,44.62,Direct Debit
C100272,2025-12-16,32.6,Card
C100272,2026-01-19,46.6,Direct Debit
C100273,2022-02-18,60.29,Direct Debit
C100273,2022-03-18,51.69,Bank Transfer
C100273,2022-04-15,45.74,Bank Transfer
C100273,2022-05-12,43.91,Direct Debit
C100273,2022-06-14,38.1,Direct Debit
C100273,2022-07-19,50.51,Direct Debit
C100273,2022-08-17,35.06,Card
C100273,2022-09-21,33.8,Direct Debit
C100273,2022-10-19,41.08,Direct Debit
C100273,2022-11-19,47.64,Direct Debit
C100273,2022-12-16,39.64,Direct Debit
C100273,2023-01-17,34.85,Direct Debit
C100273,2023-02-12,34.07,Bank Transfer
C100273,2023-03-15,46.11,Direct Debit
C100273,2023-04-15,40.84,Direct Debit
C100273,2023-05-16,40.61,Bank Transfer
C100273,2023-06-15,39.49,Direct Debit
C100273,2023-07-15,34.21,Direct Debit
C100273,2023-08-14,29.24,Card
C100273,2023-09-13,32.07,Card
C100273,2023-10-18,43.9,Direct Debit
C100273,2023-11-15,41.13,PayPoint
C100273,2023-12-14,41.08,Card
C100273,2024-01-15,48.36,Card
C100273,2024-02-18,51.4,Bank Transfer
C100273,2024-03-18,43.1,Bank Transfer
C100273,2024-04-13,52.98,Direct Debit
C100273,2024-05-18,32.94,Direct Debit
C100273,2024-06-15,42.32,Direct Debit
C100273,2024-07-12,50.1,Bank Transfer
C100273,2024-08-14,41.25,Direct Debit
C100273,2024-09-18,46.19,Direct Debit
C100273,2024-10-19,51.39,Cash
C100273,2024-11-20,33.9,Direct Debit
C100273,2024-12-16,30.66,Direct Debit
C100273,2025-01-18,46.32,Card
C100273,2025-02-12,48.14,Direct Debit
C100273,2025-03-13,48.98,Direct Debit
C100273,2025-04-16,26.19,PayPoint
C100273,2025-05-18,57.92,Direct Debit
C100273,2025-06-15,46.81,Direct Debit
C100273,2025-07-19,47.31,Direct Debit
C100273,2025-08-21,33.03,Direct Debit
C100273,2025-10-15,50.54,Card
C100273,2025-11-18,31.91,Direct Debit
C100273,2025-12-13,24.48,Direct Debit
C100273,2026-01-21,38.09,Card
C100274,2022-02-16,39.65,Bank Transfer
C100274,2022-03-14,41.15,Direct Debit
C100274,2022-04-12,32.42,Cash
C100274,2022-05-16,37.34,Cash
C100274,2022-06-16,45.91,Direct Debit
C100274,2022-07-17,35.04,Direct Debit
C100274,2022-08-20,40.52,Card
C100274,2022-09-15,44.35,Direct Debit
C100274,2022-10-16,43.02,Direct Debit
C100274,2022-11-13,43.72,Direct Debit
C100274,2022-12-13,41.09,Direct Debit
C100274,2023-01-21,45.47,Direct Debit
C100274,2023-02-17,50.72,Direct Debit
C100274,2023-03-13,30.8,Cash
C100274,2023-04-18,27.29,Direct Debit
C100274,2023-05-18,34.54,Direct Debit
C100274,2023-07-16,34.45,Direct Debit
C100274,2023-08-17,44.49,Card
C100274,2023-09-21,37.99,Card
C100274,2023-10-16,45.88,Direct Debit
C100274,2023-11-12,31.94,PayPoint
C100274,2023-12-16,47.13,Bank Transfer
C100274,2024-01-12,44.1,Direct Debit
C100274,2024-02-12,40.8,Direct Debit
C100274,2024-03-14,61.14,Cash
C100274,2024-05-21,35.48,Direct Debit
C100274,2024-06-17,36.64,Card
C100274,2024-08-13,32.06,Direct Debit
C100274,2024-09-20,41.17,Direct Debit
C100274,2024-10-21,38.47,Bank Transfer
C100274,2024-11-14,32.09,Direct Debit
C100274,2024-12-21,35.22,Bank Transfer
C100274,2025-01-13,51.17,Direct Debit
C100274,2025-02-19,38.73,Direct Debit
C100274,2025-03-12,45.82,Direct Debit
C100274,2025-04-14,36.79,Direct Debit
C100274,2025-05-17,31.84,Card
C100274,2025-06-16,39.45,Direct Debit
C100274,2025-08-19,30.52,Direct Debit
C100274,2025-09-16,36.54,Direct Debit
C100274,2025-10-14,43.71,Direct Debit
C100274,2025-11-13,23.62,Card
C100274,2025-12-12,46.45,Direct Debit
C100274,2026-01-21,49.48,Direct Debit
C100275,2022-03-19,37.68,Direct Debit
C100275,2022-04-19,39.92,Direct Debit
C100275,2022-05-14,40.94,Direct Debit
C100275,2022-06-15,31.93,Direct Debit
C100275,2022-07-18,29.71,Direct Debit
C100275,2022-08-17,45.34,Direct Debit
C100275,2022-10-15,37.29,Direct Debit
C100275,2022-11-16,44.37,Direct Debit
C100275,2022-12-20,34.2,Direct Debit
C100275,2023-01-13,32.12,Bank Transfer
C100275,2023-04-13,34.72,Card
C100275,2023-05-18,40.55,Direct Debit
C100275,2023-06-18,39.63,Direct Debit
C100275,2023-07-16,44.4,PayPoint
C100275,2023-08-16,28.86,Direct Debit
C100275,2023-09-16,40.96,Direct Debit
C100275,2023-10-20,36.56,Direct Debit
C100275,2023-12-16,47.14,Direct Debit
C100275,2024-01-16,31.1,Card
C100275,2024-02-19,59.44,Direct Debit
C100275,2024-03-14,41.81,Direct Debit
C100275,2024-04-14,37.9,PayPoint
C100275,2024-05-14,34.73,Direct Debit
C100275,2024-06-16,40.58,Direct Debit
C100275,2024-07-12,27.79,Direct Debit
C100275,2024-08-13,20.42,Direct Debit
C100275,2024-09-12,46.06,Direct Debit
C100275,2024-10-13,30.69,Direct Debit
C100275,2024-11-21,45.24,Direct Debit
C100275,2025-01-21,43.7,Card
C100275,2025-02-12,35.89,Card
C100275,2025-03-21,25.8,Bank Transfer
C100275,2025-04-19,30.32,Direct Debit
C100275,2025-05-19,39.67,Bank Transfer
C100275,2025-06-15,43.42,Direct Debit
C100275,2025-07-14,42.89,Direct Debit
C100275,2025-08-17,37.73,Direct Debit
C100275,2025-10-15,27.93,Direct Debit
C100275,2025-12-19,35.6,Direct Debit
C100275,2026-01-16,44.16,Direct Debit
C100276,2022-02-14,51.94,Card
C100276,2022-03-20,37.53,Direct Debit
C100276,2022-04-15,40.93,Direct Debit
C100276,2022-05-20,34.77,Direct Debit
C100276,2022-06-17,34.66,PayPoint
C100276,2022-07-19,44.24,Direct Debit
C100276,2022-08-21,33.52,Direct Debit
C100276,2022-09-16,41.63,Direct Debit
C100276,2022-10-15,34.58,Cash
C100276,2022-12-13,56.93,Card
C100276,2023-01-20,47.06,Direct Debit
C100276,2023-02-16,31.85,Direct Debit
C100276,2023-03-14,51.71,PayPoint
C100276,2023-04-21,60.04,Direct Debit
C100276,2023-05-20,38.74,Direct Debit
C100276,2023-06-21,37.57,Direct Debit
C100276,2023-07-12,29.41,Direct Debit
C100276,2023-09-19,39.77,Direct Debit
C100276,2023-11-18,48.49,Direct Debit
C100276,2023-12-13,30.21,Bank Transfer
C100276,2024-01-21,40.72,Direct Debit
C100276,2024-02-17,38.06,Bank Transfer
C100276,2024-03-12,44.24,Card
C100276,2024-04-21,45.35,Direct Debit
C100276,2024-05-12,34.1,Direct Debit
C100276,2024-06-16,44.11,Card
C100276,2024-07-14,32.4,Direct Debit
C100276,2024-08-15,33.48,Cash
C100276,2024-09-15,39.92,Direct Debit
C100276,2024-10-15,39.03,Direct Debit
C100276,2024-11-14,33.22,Card
C100276,2024-12-19,33.49,Card
C100276,2025-01-19,39.76,Direct Debit
C100276,2025-05-12,30.1,Direct Debit
C100276,2025-06-18,41.47,Direct Debit
C100276,2025-07-14,49.92,Direct Debit
C100276,2025-08-20,54.04,PayPoint
C100276,2025-10-17,46.03,Direct Debit
C100276,2025-12-19,43.27,Direct Debit
C100276,2026-01-14,46.43,Direct Debit
C100277,2022-02-15,27.33,Card
C100277,2022-03-14,33.2,PayPoint
C100277,2022-04-16,44.88,Bank Transfer
C100277,2022-05-16,35.29,Direct Debit
C100277,2022-06-15,40.74,Direct Debit
C100277,2022-07-16,30.36,Direct Debit
C100277,2022-08-21,40.3,Card
C100277,2022-09-16,45.61,Direct Debit
C100277,2022-10-18,41.62,Card
C100277,2022-11-13,30.6,Card
C100277,2022-12-13,26.63,Card
C100277,2023-01-19,30.75,Direct Debit
C100277,2023-02-21,41.7,PayPoint
C100277,2023-03-16,38.15,Direct Debit
C100277,2023-04-17,30.92,Direct Debit
C100277,2023-05-15,37.8,Card
C100277,2023-06-21,25.25,Direct Debit
C100277,2023-07-19,36.98,Direct Debit
C100277,2023-08-18,54.0,Direct Debit
C100277,2023-09-16,31.75,Bank Transfer
C100277,2023-10-21,48.13,Card
C100277,2023-11-19,37.06,PayPoint
C100277,2023-12-13,32.07,Direct Debit
C100277,2024-01-18,40.49,Direct Debit
C100277,2024-02-15,49.72,Direct Debit
C100277,2024-03-16,52.05,Card
C100277,2024-04-13,45.32,Direct Debit
C100277,2024-05-21,61.01,Bank Transfer
C100277,2024-06-15,31.8,Card
C100277,2024-07-12,37.38,Bank Transfer
C100277,2024-08-19,35.74,Cash
C100277,2024-09-17,43.92,Direct Debit
C100277,2024-10-16,26.43,Bank Transfer
C100277,2024-11-20,36.73,Bank Transfer
C100277,2024-12-13,37.28,Bank Transfer
C100277,2025-01-17,50.04,Direct Debit
C100277,2025-02-20,46.25,Direct Debit
C100277,2025-04-18,34.69,Card
C100277,2025-05-18,29.02,Cash
C100277,2025-06-20,36.36,Direct Debit
C100277,2025-07-15,26.12,Direct Debit
C100277,2025-08-13,39.3,Bank Transfer
C100277,2025-09-13,37.75,Direct Debit
C100277,2025-10-21,45.76,Direct Debit
C100277,2025-11-17,33.63,Card
C100277,2025-12-15,29.95,Direct Debit
C100277,2026-01-17,46.83,Direct Debit
C100278,2022-02-19,40.0,Bank Transfer
C100278,2022-03-12,40.92,Direct Debit
C100278,2022-04-19,29.39,Direct Debit
C100278,2022-05-12,46.42,PayPoint
C100278,2022-06-19,45.71,Direct Debit
C100278,2022-07-12,40.33,Card
C100278,2022-08-18,24.86,Direct Debit
C100278,2022-09-18,32.51,Direct Debit
C100278,2022-10-14,37.83,Card
C100278,2022-11-15,20.3,Direct Debit
C100278,2022-12-19,25.24,Direct Debit
C100278,2023-01-17,39.42,Bank Transfer
C100278,2023-02-17,50.13,PayPoint
C100278,2023-03-14,45.57,Direct Debit
C100278,2023-04-19,46.02,Direct Debit
C100278,2023-05-21,45.82,Card
C100278,2023-06-21,28.22,Direct Debit
C100278,2023-07-15,44.59,Card
C100278,2023-10-17,47.88,Direct Debit
C100278,2023-11-12,37.36,Direct Debit
C100278,2023-12-20,41.65,Direct Debit
C100278,2024-01-15,38.13,Direct Debit
C100278,2024-02-14,39.96,Direct Debit
C100278,2024-03-20,47.99,Bank Transfer
C100278,2024-04-12,43.72,Card
C100278,2024-06-12,33.29,Card
C100278,2024-07-18,35.42,Direct Debit
C100278,2024-09-20,34.99,Direct Debit
C100278,2024-10-14,40.44,Direct Debit
C100278,2024-12-17,35.19,Direct Debit
C100278,2025-01-19,51.09,Bank Transfer
C100278,2025-02-13,45.93,Direct Debit
C100278,2025-03-18,25.62,Bank Transfer
C100278,2025-04-18,29.66,Direct Debit
C100278,2025-06-18,39.65,Direct Debit
C100278,2025-07-14,39.9,Direct Debit
C100278,2025-08-17,44.12,Card
C100278,2025-09-15,39.84,Bank Transfer
C100278,2025-10-18,22.17,Cash
C100278,2025-11-12,33.98,Direct Debit
C100278,2025-12-16,40.19,PayPoint
C100278,2026-01-13,35.6,Direct Debit
C100279,2022-02-18,49.25,Direct Debit
C100279,2022-03-18,57.1,Direct Debit
C100279,2022-04-12,59.72,Card
C100279,2022-05-15,58.25,Direct Debit
C100279,2022-06-21,46.76,Direct Debit
C100279,2022-07-20,47.77,Direct Debit
C100279,2022-08-17,52.12,Direct Debit
C100279,2022-09-17,43.39,Direct Debit
C100279,2022-10-14,52.59,Direct Debit
C100279,2022-11-21,45.81,Direct Debit
C100279,2022-12-12,51.9,Direct Debit
C100279,2023-01-21,49.38,PayPoint
C100279,2023-02-20,50.29,Direct Debit
C100279,2023-03-21,39.74,Bank Transfer
C100279,2023-04-15,45.34,Direct Debit
C100279,2023-05-14,59.5,Direct Debit
C100279,2023-06-12,41.82,Direct Debit
C100279,2023-07-13,60.98,PayPoint
C100279,2023-08-20,52.3,Direct Debit
C100279,2023-09-20,42.36,Cash
C100279,2023-10-18,40.16,Bank Transfer
C100279,2023-11-20,52.39,Direct Debit
C100279,2023-12-17,53.58,Direct Debit
C100279,2024-01-18,53.84,Bank Transfer
C100279,2024-02-18,54.75,Card
C100279,2024-04-13,55.05,Direct Debit
C100279,2024-05-18,44.51,Direct Debit
C100279,2024-06-14,43.6,Direct Debit
C100279,2024-08-20,54.1,Direct Debit
C100279,2024-09-13,53.9,Card
C100279,2024-10-16,47.42,Direct Debit
C100279,2024-12-13,55.41,Direct Debit
C100279,2025-01-20,47.49,Direct Debit
C100279,2025-02-14,49.49,Card
C100279,2025-03-21,49.53,Card
C100279,2025-04-17,51.57,Direct Debit
C100279,2025-05-20,47.6,Direct Debit
C100279,2025-06-14,45.8,Direct Debit
C100279,2025-07-14,51.91,Direct Debit
C100279,2025-08-16,43.36,Cash
C100279,2025-09-18,56.2,Bank Transfer
C100279,2025-10-20,58.91,Direct Debit
C100279,2025-11-21,40.37,PayPoint
C100279,2025-12-13,50.74,PayPoint
C100279,2026-01-16,51.18,Direct Debit
C100280,2022-03-15,12.74,Cash
C100280,2022-05-18,40.14,Bank Transfer
C100280,2022-08-12,42.49,Direct Debit
C100280,2022-09-21,32.58,Direct Debit
C100280,2022-10-15,20.75,Direct Debit
C100280,2022-11-16,39.79,Direct Debit
C100280,2022-12-21,39.45,Direct Debit
C100280,2023-01-17,27.9,Card
C100280,2023-02-18,36.28,Direct Debit
C100280,2023-03-16,42.59,PayPoint
C100280,2023-05-21,34.6,Direct Debit
C100280,2023-06-17,41.7,Bank Transfer
C100280,2023-07-12,33.8,Cash
C100280,2023-08-20,35.4,Direct Debit
C100280,2023-10-15,42.65,Direct Debit
C100280,2024-01-21,43.27,Direct Debit
C100280,2024-03-18,37.27,Direct Debit
C100280,2024-04-14,45.99,Card
C100280,2024-06-15,29.88,PayPoint
C100280,2024-07-21,27.09,Direct Debit
