customer_id,action_date,action
C100426,2024-05-12,Arrangement Agreed
C100426,2024-06-10,Arrangement Broken
C100426,2024-06-21,Reminder Sent
C100426,2025-09-21,Reminder Sent
C100426,2025-10-05,Second Reminder
C100426,2025-10-12,Arrangement Agreed
C100427,2023-03-21,Reminder Sent
C100427,2023-04-04,Second Reminder
C100427,2023-11-21,Reminder Sent
C100427,2023-12-05,Second Reminder
C100427,2025-10-21,Reminder Sent
C100427,2025-11-04,Second Reminder
C100428,2022-06-21,Reminder Sent
C100428,2023-03-21,Reminder Sent
C100428,2023-06-21,Reminder Sent
C100428,2023-07-05,Second Reminder
C100428,2023-08-21,Reminder Sent
C100428,2023-09-04,Second Reminder
C100428,2023-09-11,Arrangement Agreed
C100428,2023-09-21,Reminder Sent
C100428,2023-10-05,Second Reminder
C100428,2025-04-21,Reminder Sent
C100428,2025-05-05,Second Reminder
C100428,2025-09-21,Reminder Sent
C100428,2025-11-21,Reminder Sent
C100428,2025-12-05,Second Reminder
C100428,2025-12-12,Arrangement Agreed
C100428,2026-02-05,Arrangement Broken
C100429,2022-06-21,Reminder Sent
C100429,2022-07-05,Second Reminder
C100429,2022-07-12,Arrangement Agreed
C100429,2022-08-04,Arrangement Broken
C100429,2022-11-21,Reminder Sent
C100429,2022-12-05,Second Reminder
C100429,2023-02-21,Reminder Sent
C100429,2024-09-21,Reminder Sent
C100429,2024-10-05,Second Reminder
C100429,2025-05-21,Reminder Sent
C100429,2025-07-21,Reminder Sent
C100429,2025-08-04,Second Reminder
C100430,2022-12-21,Reminder Sent
C100430,2023-03-21,Reminder Sent
C100430,2023-04-04,Second Reminder
C100430,2024-03-21,Reminder Sent
C100430,2024-04-04,Second Reminder
C100431,2022-07-21,Reminder Sent
C100431,2022-08-04,Second Reminder
C100431,2022-08-11,Arrangement Agreed
C100431,2023-11-21,Reminder Sent
C100431,2023-12-05,Second Reminder
C100431,2023-12-12,Arrangement Agreed
C100432,2023-05-21,Reminder Sent
C100432,2023-06-04,Second Reminder
C100432,2024-05-21,Reminder Sent
C100432,2024-06-04,Second Reminder
C100432,2024-06-11,Arrangement Agreed
C100432,2024-12-21,Reminder Sent
C100433,2022-05-21,Reminder Sent
C100433,2022-06-04,Second Reminder
C100433,2022-06-11,Arrangement Agreed
C100434,2023-03-21,Reminder Sent
C100434,2023-04-04,Second Reminder
C100434,2023-04-21,Reminder Sent
C100434,2023-05-05,Second Reminder
C100434,2023-05-12,Arrangement Agreed
C100434,2023-05-21,Reminder Sent
C100434,2023-06-04,Second Reminder
C100434,2025-05-21,Reminder Sent
C100434,2025-06-04,Second Reminder
C100434,2025-06-11,Arrangement Agreed
C100435,2022-02-21,Reminder Sent
C100435,2022-03-07,Second Reminder
C100435,2023-06-21,Reminder Sent
C100435,2023-09-21,Reminder Sent
C100435,2023-10-05,Second Reminder
C100435,2024-05-21,Reminder Sent
C100435,2024-06-04,Second Reminder
C100435,2024-06-21,Reminder Sent
C100435,2024-07-05,Second Reminder
C100435,2024-10-21,Reminder Sent
C100435,2024-11-04,Second Reminder
C100435,2024-11-21,Reminder Sent
C100435,2025-02-21,Reminder Sent
C100435,2025-03-07,Second Reminder
C100435,2025-03-21,Reminder Sent
C100435,2025-04-04,Second Reminder
C100435,2025-04-11,Arrangement Agreed
C100435,2025-06-21,Reminder Sent
C100435,2025-07-05,Second Reminder
C100435,2025-07-12,Arrangement Agreed
C100435,2025-07-21,Reminder Sent
C100435,2025-08-04,Second Reminder
C100435,2025-08-11,Arrangement Agreed
C100435,2025-09-05,Arrangement Broken
C100435,2025-10-21,Reminder Sent
C100436,2022-06-21,Reminder Sent
C100437,2025-03-21,Reminder Sent
C100437,2025-04-04,Second Reminder
C100437,2025-04-11,Arrangement Agreed
C100437,2025-05-21,Reminder Sent
C100437,2025-05-24,Arrangement Broken
C100437,2025-06-04,Second Reminder
C100437,2025-06-11,Arrangement Agreed
C100437,2025-07-07,Arrangement Broken
C100437,2025-07-21,Reminder Sent
C100438,2022-04-21,Reminder Sent
C100438,2022-05-05,Second Reminder
C100438,2022-05-12,Arrangement Agreed
C100438,2023-02-21,Reminder Sent
C100438,2023-03-07,Second Reminder
C100438,2023-03-14,Arrangement Agreed
C100438,2023-04-11,Arrangement Broken
C100439,2022-06-21,Reminder Sent
C100439,2022-07-05,Second Reminder
C100439,2022-08-21,Reminder Sent
C100439,2022-09-04,Second Reminder
C100439,2022-09-11,Arrangement Agreed
C100439,2023-02-21,Reminder Sent
C100439,2024-07-21,Reminder Sent
C100439,2024-08-04,Second Reminder
C100439,2024-08-11,Arrangement Agreed
C100439,2024-11-21,Reminder Sent
C100439,2024-12-05,Second Reminder
C100439,2025-09-21,Reminder Sent
C100439,2025-10-05,Second Reminder
C100440,2022-06-21,Reminder Sent
C100440,2022-10-21,Reminder Sent
C100440,2022-11-04,Second Reminder
C100440,2023-03-21,Reminder Sent
C100440,2023-04-04,Second Reminder
C100440,2023-06-21,Reminder Sent
C100440,2023-09-21,Reminder Sent
C100440,2023-10-05,Second Reminder
C100440,2023-10-12,Arrangement Agreed
C100440,2024-08-21,Reminder Sent
C100440,2024-09-04,Second Reminder
C100440,2024-11-21,Reminder Sent
C100440,2024-12-05,Second Reminder
C100440,2024-12-12,Arrangement Agreed
C100440,2025-09-21,Reminder Sent
C100440,2025-11-21,Reminder Sent
C100440,2025-12-05,Second Reminder
C100440,2025-12-12,Arrangement Agreed
C100440,2026-01-21,Reminder Sent
C100440,2026-01-27,Arrangement Broken
C100440,2026-02-04,Second Reminder
C100441,2022-02-21,Reminder Sent
C100441,2022-03-07,Second Reminder
C100441,2023-03-21,Reminder Sent
C100441,2023-04-04,Second Reminder
C100441,2023-04-11,Arrangement Agreed
C100441,2025-04-21,Reminder Sent
C100441,2025-05-05,Second Reminder
C100441,2025-12-21,Reminder Sent
C100442,2022-03-21,Reminder Sent
C100442,2022-12-21,Reminder Sent
C100442,2023-01-04,Second Reminder
C100442,2023-01-11,Arrangement Agreed
C100442,2023-01-21,Reminder Sent
C100442,2023-02-04,Second Reminder
C100442,2023-02-11,Arrangement Agreed
C100442,2023-03-11,Arrangement Broken
C100442,2023-06-21,Reminder Sent
C100442,2023-07-05,Second Reminder
C100442,2023-07-12,Arrangement Agreed
C100442,2023-10-21,Reminder Sent
C100442,2023-11-04,Second Reminder
C100442,2025-02-21,Reminder Sent
C100442,2025-03-07,Second Reminder
C100443,2023-06-21,Reminder Sent
C100443,2024-05-21,Reminder Sent
C100443,2024-06-21,Reminder Sent
C100443,2024-07-05,Second Reminder
C100443,2024-07-12,Arrangement Agreed
C100443,2024-07-21,Reminder Sent
C100443,2024-12-21,Reminder Sent
C100443,2025-01-04,Second Reminder
C100443,2025-01-11,Arrangement Agreed
C100443,2025-01-25,Arrangement Broken
C100443,2025-02-21,Reminder Sent
C100444,2024-10-21,Reminder Sent
C100444,2024-11-04,Second Reminder
C100444,2024-11-11,Arrangement Agreed
C100444,2024-12-28,Arrangement Broken
C100446,2022-05-21,Reminder Sent
C100446,2022-06-04,Second Reminder
C100446,2023-07-21,Reminder Sent
C100446,2023-08-04,Second Reminder
C100446,2023-12-21,Reminder Sent
C100446,2024-01-04,Second Reminder
C100446,2024-01-11,Arrangement Agreed
C100446,2024-06-21,Reminder Sent
C100446,2024-07-05,Second Reminder
C100446,2024-07-12,Arrangement Agreed
C100446,2024-07-30,Arrangement Broken
C100446,2024-08-21,Reminder Sent
C100446,2024-09-04,Second Reminder
C100446,2024-09-11,Arrangement Agreed
C100446,2024-09-21,Reminder Sent
C100446,2024-10-05,Second Reminder
C100446,2024-11-21,Reminder Sent
C100446,2024-12-05,Second Reminder
C100446,2025-05-21,Reminder Sent
C100446,2026-01-21,Reminder Sent
C100446,2026-02-04,Second Reminder
C100447,2022-07-21,Reminder Sent
C100447,2022-08-04,Second Reminder
C100447,2023-09-21,Reminder Sent
C100447,2023-10-05,Second Reminder
C100447,2023-10-12,Arrangement Agreed
C100447,2023-11-21,Reminder Sent
C100447,2023-12-05,Second Reminder
C100447,2023-12-12,Arrangement Agreed
C100448,2023-01-21,Reminder Sent
C100448,2023-02-04,Second Reminder
C100448,2023-02-11,Arrangement Agreed
C100448,2023-12-21,Reminder Sent
C100448,2024-01-04,Second Reminder
C100448,2024-01-11,Arrangement Agreed
C100448,2024-03-10,Arrangement Broken
C100448,2024-09-21,Reminder Sent
C100448,2025-05-21,Reminder Sent
C100448,2025-06-04,Second Reminder
C100448,2025-06-11,Arrangement Agreed
C100448,2025-07-24,Arrangement Broken
C100450,2023-05-21,Reminder Sent
C100450,2023-06-04,Second Reminder
C100450,2024-09-21,Reminder Sent
C100450,2024-10-05,Second Reminder
C100451,2022-08-21,Reminder Sent
C100451,2022-09-04,Second Reminder
C100451,2022-09-11,Arrangement Agreed
C100451,2022-11-21,Reminder Sent
C100451,2022-12-05,Second Reminder
C100451,2022-12-12,Arrangement Agreed
C100451,2023-01-21,Reminder Sent
C100451,2024-03-21,Reminder Sent
C100451,2024-04-04,Second Reminder
C100451,2024-04-11,Arrangement Agreed
C100451,2024-08-21,Reminder Sent
C100451,2025-06-21,Reminder Sent
C100451,2025-07-05,Second Reminder
C100451,2025-11-21,Reminder Sent
C100451,2025-12-05,Second Reminder
C100451,2025-12-12,Arrangement Agreed
C100452,2022-03-21,Reminder Sent
C100452,2024-01-21,Reminder Sent
C100452,2024-02-21,Reminder Sent
C100452,2024-03-06,Second Reminder
C100452,2024-03-13,Arrangement Agreed
C100452,2024-03-30,Arrangement Broken
C100452,2024-05-21,Reminder Sent
C100452,2024-06-04,Second Reminder
C100452,2024-06-11,Arrangement Agreed
C100452,2025-06-21,Reminder Sent
C100452,2025-07-05,Second Reminder
C100453,2022-12-21,Reminder Sent
C100453,2023-01-04,Second Reminder
C100453,2024-07-21,Reminder Sent
C100453,2024-08-04,Second Reminder
C100453,2024-08-11,Arrangement Agreed
C100454,2022-09-21,Reminder Sent
C100454,2022-10-05,Second Reminder
C100454,2023-03-21,Reminder Sent
C100454,2023-04-04,Second Reminder
C100454,2023-06-21,Reminder Sent
C100454,2023-07-05,Second Reminder
C100454,2024-08-21,Reminder Sent
C100454,2024-09-04,Second Reminder
C100454,2024-09-11,Arrangement Agreed
C100454,2024-11-04,Arrangement Broken
C100455,2022-04-21,Reminder Sent
C100455,2022-05-05,Second Reminder
C100455,2022-05-12,Arrangement Agreed
C100455,2022-11-21,Reminder Sent
C100455,2022-12-05,Second Reminder
C100455,2023-11-21,Reminder Sent
C100455,2023-12-05,Second Reminder
C100455,2023-12-12,Arrangement Agreed
C100456,2023-05-21,Reminder Sent
C100456,2023-06-04,Second Reminder
C100456,2023-08-21,Reminder Sent
C100456,2023-09-04,Second Reminder
C100456,2023-09-11,Arrangement Agreed
C100456,2024-07-21,Reminder Sent
C100456,2024-11-21,Reminder Sent
C100456,2024-12-05,Second Reminder
C100456,2025-04-21,Reminder Sent
C100456,2025-05-05,Second Reminder
C100456,2026-01-21,Reminder Sent
C100457,2022-02-21,Reminder Sent
C100457,2022-03-07,Second Reminder
C100457,2022-07-21,Reminder Sent
C100457,2022-08-04,Second Reminder
C100457,2022-08-11,Arrangement Agreed
C100457,2022-09-11,Arrangement Broken
C100457,2023-01-21,Reminder Sent
C100457,2023-02-04,Second Reminder
C100457,2025-02-21,Reminder Sent
C100457,2025-03-07,Second Reminder
C100457,2025-03-14,Arrangement Agreed
C100458,2023-12-21,Reminder Sent
C100458,2024-01-04,Second Reminder
C100458,2024-01-11,Arrangement Agreed
C100458,2024-11-21,Reminder Sent
C100458,2024-12-05,Second Reminder
C100459,2024-01-21,Reminder Sent
C100459,2024-02-04,Second Reminder
C100459,2024-06-21,Reminder Sent
C100459,2025-01-21,Reminder Sent
C100459,2025-12-21,Reminder Sent
C100459,2026-01-04,Second Reminder
C100459,2026-01-21,Reminder Sent
C100459,2026-02-04,Second Reminder
C100460,2022-10-21,Reminder Sent
C100460,2023-05-21,Reminder Sent
C100460,2023-06-04,Second Reminder
C100460,2023-06-11,Arrangement Agreed
C100460,2023-06-21,Reminder Sent
C100460,2023-06-25,Arrangement Broken
C100460,2023-08-21,Reminder Sent
C100460,2023-09-04,Second Reminder
C100460,2023-09-21,Reminder Sent
C100460,2023-10-05,Second Reminder
C100460,2024-05-21,Reminder Sent
C100460,2024-06-04,Second Reminder
C100460,2024-06-11,Arrangement Agreed
C100460,2024-06-28,Arrangement Broken
C100460,2024-07-21,Reminder Sent
C100460,2024-08-04,Second Reminder
C100460,2024-08-11,Arrangement Agreed
C100460,2024-08-21,Reminder Sent
C100460,2024-12-21,Reminder Sent
C100460,2025-01-04,Second Reminder
C100460,2025-02-21,Reminder Sent
C100461,2024-05-21,Reminder Sent
C100461,2024-06-04,Second Reminder
C100461,2025-09-21,Reminder Sent
C100461,2025-10-05,Second Reminder
C100462,2022-10-21,Reminder Sent
C100462,2024-06-21,Reminder Sent
C100463,2023-03-21,Reminder Sent
C100463,2023-04-04,Second Reminder
C100463,2023-12-21,Reminder Sent
C100463,2024-01-04,Second Reminder
C100463,2024-02-21,Reminder Sent
C100463,2024-12-21,Reminder Sent
C100463,2025-01-04,Second Reminder
C100463,2025-01-11,Arrangement Agreed
C100463,2025-05-21,Reminder Sent
C100463,2025-06-04,Second Reminder
C100463,2025-06-21,Reminder Sent
C100463,2025-07-05,Second Reminder
C100463,2025-07-12,Arrangement Agreed
C100464,2022-06-21,Reminder Sent
C100464,2022-07-05,Second Reminder
C100464,2022-07-12,Arrangement Agreed
C100464,2022-10-21,Reminder Sent
C100464,2022-11-04,Second Reminder
C100464,2023-01-21,Reminder Sent
C100464,2023-02-04,Second Reminder
C100464,2023-06-21,Reminder Sent
C100464,2023-07-05,Second Reminder
C100464,2025-02-21,Reminder Sent
C100464,2025-03-07,Second Reminder
C100464,2025-05-21,Reminder Sent
C100464,2025-06-04,Second Reminder
C100465,2022-04-21,Reminder Sent
C100465,2022-05-21,Reminder Sent
C100465,2022-07-21,Reminder Sent
C100465,2022-08-04,Second Reminder
C100465,2022-08-11,Arrangement Agreed
C100465,2022-08-21,Reminder Sent
C100465,2022-09-04,Second Reminder
C100465,2023-02-21,Reminder Sent
C100465,2023-03-07,Second Reminder
C100465,2023-03-14,Arrangement Agreed
C100465,2023-08-21,Reminder Sent
C100465,2023-09-04,Second Reminder
C100465,2024-04-21,Reminder Sent
C100465,2024-09-21,Reminder Sent
C100465,2025-01-21,Reminder Sent
C100465,2025-02-04,Second Reminder
C100465,2025-02-21,Reminder Sent
C100465,2025-03-07,Second Reminder
C100465,2025-04-21,Reminder Sent
C100465,2025-05-05,Second Reminder
C100465,2025-05-12,Arrangement Agreed
C100466,2022-10-21,Reminder Sent
C100466,2022-11-04,Second Reminder
C100466,2022-11-11,Arrangement Agreed
C100466,2022-11-27,Arrangement Broken
C100466,2025-04-21,Reminder Sent
C100466,2025-05-05,Second Reminder
C100466,2025-05-12,Arrangement Agreed
C100466,2025-07-21,Reminder Sent
C100467,2022-11-21,Reminder Sent
C100467,2022-12-05,Second Reminder
C100467,2025-11-21,Reminder Sent
C100467,2025-12-05,Second Reminder
C100467,2025-12-12,Arrangement Agreed
C100467,2026-01-01,Arrangement Broken
C100468,2022-11-21,Reminder Sent
C100468,2022-12-05,Second Reminder
C100468,2022-12-12,Arrangement Agreed
C100468,2023-12-21,Reminder Sent
C100468,2024-01-04,Second Reminder
C100468,2024-07-21,Reminder Sent
C100468,2024-08-04,Second Reminder
C100468,2025-02-21,Reminder Sent
C100468,2025-03-07,Second Reminder
C100469,2022-06-21,Reminder Sent
C100469,2022-07-05,Second Reminder
C100469,2022-10-21,Reminder Sent
C100469,2022-11-04,Second Reminder
C100469,2023-11-21,Reminder Sent
C100469,2023-12-05,Second Reminder
C100469,2025-02-21,Reminder Sent
C100469,2025-03-07,Second Reminder
C100469,2025-03-14,Arrangement Agreed
C100470,2022-07-21,Reminder Sent
C100470,2022-08-04,Second Reminder
C100470,2022-08-11,Arrangement Agreed
C100470,2022-12-21,Reminder Sent
C100470,2023-04-21,Reminder Sent
C100470,2025-10-21,Reminder Sent
C100470,2025-11-04,Second Reminder
C100470,2025-11-21,Reminder Sent
C100470,2025-12-05,Second Reminder
C100470,2025-12-12,Arrangement Agreed
C100470,2026-01-11,Arrangement Broken
C100471,2022-04-21,Reminder Sent
C100471,2022-05-05,Second Reminder
C100471,2023-06-21,Reminder Sent
C100471,2023-07-05,Second Reminder
C100471,2024-11-21,Reminder Sent
C100471,2024-12-05,Second Reminder
C100471,2024-12-12,Arrangement Agreed
C100471,2025-01-21,Reminder Sent
C100471,2025-03-21,Reminder Sent
C100471,2025-04-04,Second Reminder
C100471,2025-10-21,Reminder Sent
C100471,2025-11-04,Second Reminder
C100472,2025-08-21,Reminder Sent
C100472,2025-09-04,Second Reminder
C100472,2025-10-21,Reminder Sent
C100472,2026-01-21,Reminder Sent
C100472,2026-02-04,Second Reminder
C100473,2022-03-21,Reminder Sent
C100473,2022-10-21,Reminder Sent
C100473,2022-11-04,Second Reminder
C100473,2022-12-21,Reminder Sent
C100473,2023-01-04,Second Reminder
C100473,2023-01-11,Arrangement Agreed
C100473,2023-11-21,Reminder Sent
C100473,2024-01-21,Reminder Sent
C100473,2025-05-21,Reminder Sent
C100474,2023-03-21,Reminder Sent
C100474,2023-10-21,Reminder Sent
C100474,2024-03-21,Reminder Sent
C100474,2024-04-04,Second Reminder
C100474,2024-04-11,Arrangement Agreed
C100474,2024-10-21,Reminder Sent
C100474,2024-11-04,Second Reminder
C100474,2024-11-21,Reminder Sent
C100474,2024-12-05,Second Reminder
C100474,2024-12-12,Arrangement Agreed
C100474,2025-08-21,Reminder Sent
C100474,2025-09-04,Second Reminder
C100474,2025-11-21,Reminder Sent
C100474,2025-12-05,Second Reminder
C100474,2025-12-12,Arrangement Agreed
C100475,2022-03-21,Reminder Sent
C100475,2022-04-04,Second Reminder
C100475,2022-04-11,Arrangement Agreed
C100475,2022-04-21,Reminder Sent
C100475,2022-05-05,Second Reminder
C100475,2022-07-21,Reminder Sent
C100475,2022-08-04,Second Reminder
C100475,2022-08-11,Arrangement Agreed
C100475,2023-03-21,Reminder Sent
C100475,2023-05-21,Reminder Sent
C100475,2023-06-04,Second Reminder
C100475,2023-08-21,Reminder Sent
C100475,2023-09-04,Second Reminder
C100475,2023-09-11,Arrangement Agreed
C100475,2023-11-21,Reminder Sent
C100475,2023-12-05,Second Reminder
C100475,2023-12-12,Arrangement Agreed
C100475,2024-03-21,Reminder Sent
C100475,2024-04-04,Second Reminder
C100475,2024-08-21,Reminder Sent
C100475,2024-09-21,Reminder Sent
C100475,2024-10-21,Reminder Sent
C100475,2024-11-04,Second Reminder
C100475,2025-01-21,Reminder Sent
C100475,2025-02-04,Second Reminder
C100475,2025-02-21,Reminder Sent
C100475,2025-03-07,Second Reminder
C100475,2025-03-14,Arrangement Agreed
C100475,2025-03-28,Arrangement Broken
C100475,2025-06-21,Reminder Sent
C100475,2025-07-05,Second Reminder
C100475,2025-07-12,Arrangement Agreed
C100475,2025-10-21,Reminder Sent
C100475,2025-11-04,Second Reminder
C100476,2023-06-21,Reminder Sent
C100476,2023-10-21,Reminder Sent
C100476,2023-11-04,Second Reminder
C100476,2023-11-11,Arrangement Agreed
C100476,2023-11-21,Reminder Sent
C100476,2024-01-09,Arrangement Broken
C100476,2024-10-21,Reminder Sent
C100476,2024-11-04,Second Reminder
C100476,2024-11-11,Arrangement Agreed
C100476,2025-09-21,Reminder Sent
C100476,2025-10-05,Second Reminder
C100476,2025-10-12,Arrangement Agreed
C100477,2022-08-21,Reminder Sent
C100477,2022-09-04,Second Reminder
C100477,2024-01-21,Reminder Sent
C100477,2024-02-04,Second Reminder
C100477,2024-02-11,Arrangement Agreed
C100477,2024-07-21,Reminder Sent
C100478,2022-06-21,Reminder Sent
C100478,2022-07-05,Second Reminder
C100478,2022-07-12,Arrangement Agreed
C100479,2022-08-21,Reminder Sent
C100479,2022-11-21,Reminder Sent
C100479,2022-12-05,Second Reminder
C100479,2023-02-21,Reminder Sent
C100479,2023-03-07,Second Reminder
C100479,2023-03-14,Arrangement Agreed
C100479,2023-03-21,Reminder Sent
C100479,2023-04-04,Second Reminder
C100479,2023-07-21,Reminder Sent
C100479,2023-08-04,Second Reminder
C100479,2023-08-21,Reminder Sent
C100479,2023-09-04,Second Reminder
C100479,2023-10-21,Reminder Sent
C100479,2023-11-04,Second Reminder
C100479,2023-11-11,Arrangement Agreed
C100479,2024-02-21,Reminder Sent
C100479,2024-03-06,Second Reminder
C100479,2024-05-21,Reminder Sent
C100479,2024-06-04,Second Reminder
C100479,2024-06-11,Arrangement Agreed
C100479,2024-07-27,Arrangement Broken
C100479,2024-09-21,Reminder Sent
C100479,2024-10-05,Second Reminder
C100479,2025-03-21,Reminder Sent
C100479,2025-04-04,Second Reminder
C100480,2022-02-21,Reminder Sent
C100480,2022-03-07,Second Reminder
C100480,2022-08-21,Reminder Sent
C100480,2022-09-04,Second Reminder
C100480,2022-09-11,Arrangement Agreed
C100480,2023-03-21,Reminder Sent
C100480,2023-04-04,Second Reminder
C100480,2024-03-21,Reminder Sent
C100480,2024-04-04,Second Reminder
C100481,2022-04-21,Reminder Sent
C100481,2022-05-05,Second Reminder
C100481,2023-12-21,Reminder Sent
C100481,2024-01-04,Second Reminder
C100481,2024-01-21,Reminder Sent
C100481,2024-02-04,Second Reminder
C100481,2024-02-11,Arrangement Agreed
C100481,2024-03-07,Arrangement Broken
C100481,2025-03-21,Reminder Sent
C100481,2025-04-04,Second Reminder
C100481,2025-04-11,Arrangement Agreed
C100481,2025-04-27,Arrangement Broken
C100481,2025-08-21,Reminder Sent
C100481,2025-09-04,Second Reminder
C100482,2022-07-21,Reminder Sent
C100482,2023-02-21,Reminder Sent
C100482,2023-03-07,Second Reminder
C100482,2023-03-14,Arrangement Agreed
C100482,2023-09-21,Reminder Sent
C100482,2023-10-05,Second Reminder
C100482,2023-10-12,Arrangement Agreed
C100482,2025-04-21,Reminder Sent
C100483,2022-05-21,Reminder Sent
C100483,2022-06-04,Second Reminder
C100483,2022-06-11,Arrangement Agreed
C100483,2022-07-10,Arrangement Broken
C100483,2022-09-21,Reminder Sent
C100483,2025-09-21,Reminder Sent
C100483,2025-10-05,Second Reminder
C100483,2025-10-12,Arrangement Agreed
C100484,2023-02-21,Reminder Sent
C100484,2023-03-07,Second Reminder
C100484,2023-03-21,Reminder Sent
C100484,2023-04-04,Second Reminder
C100484,2024-02-21,Reminder Sent
C100484,2024-03-06,Second Reminder
C100484,2024-03-13,Arrangement Agreed
C100484,2024-05-09,Arrangement Broken
C100484,2025-01-21,Reminder Sent
C100484,2025-02-04,Second Reminder
C100484,2025-02-11,Arrangement Agreed
C100484,2025-03-12,Arrangement Broken
C100486,2022-02-21,Reminder Sent
C100486,2022-03-07,Second Reminder
C100486,2022-03-14,Arrangement Agreed
C100486,2022-12-21,Reminder Sent
C100486,2023-01-04,Second Reminder
C100486,2024-02-21,Reminder Sent
C100486,2024-03-06,Second Reminder
C100486,2024-03-13,Arrangement Agreed
C100486,2024-04-15,Arrangement Broken
C100486,2024-04-21,Reminder Sent
C100486,2024-05-05,Second Reminder
C100486,2024-05-12,Arrangement Agreed
C100486,2024-10-21,Reminder Sent
C100486,2024-11-04,Second Reminder
C100486,2025-06-21,Reminder Sent
C100487,2022-12-21,Reminder Sent
C100487,2023-01-04,Second Reminder
C100487,2023-12-21,Reminder Sent
C100487,2024-01-04,Second Reminder
C100487,2024-01-11,Arrangement Agreed
C100487,2024-02-21,Reminder Sent
C100487,2024-02-29,Arrangement Broken
C100487,2024-03-06,Second Reminder
C100487,2024-03-13,Arrangement Agreed
C100488,2023-11-21,Reminder Sent
C100488,2023-12-05,Second Reminder
C100488,2023-12-12,Arrangement Agreed
C100488,2025-03-21,Reminder Sent
C100488,2025-04-04,Second Reminder
C100488,2025-05-21,Reminder Sent
C100489,2022-11-21,Reminder Sent
C100489,2022-12-05,Second Reminder
C100489,2024-07-21,Reminder Sent
C100489,2024-08-04,Second Reminder
C100489,2025-05-21,Reminder Sent
C100490,2022-11-21,Reminder Sent
C100490,2022-12-05,Second Reminder
C100490,2023-03-21,Reminder Sent
C100490,2023-04-04,Second Reminder
C100490,2023-09-21,Reminder Sent
C100490,2023-10-05,Second Reminder
C100490,2024-09-21,Reminder Sent
C100490,2024-10-21,Reminder Sent
C100490,2024-11-04,Second Reminder
C100490,2025-08-21,Reminder Sent
C100490,2025-12-21,Reminder Sent
C100490,2026-01-04,Second Reminder
C100491,2024-06-21,Reminder Sent
C100491,2024-07-05,Second Reminder
C100491,2024-11-21,Reminder Sent
C100491,2024-12-05,Second Reminder
C100492,2023-03-21,Reminder Sent
C100492,2023-12-21,Reminder Sent
C100492,2025-01-21,Reminder Sent
C100493,2022-07-21,Reminder Sent
C100493,2022-08-04,Second Reminder
C100493,2022-08-11,Arrangement Agreed
C100493,2022-09-21,Reminder Sent
C100493,2023-05-21,Reminder Sent
C100493,2023-06-04,Second Reminder
C100493,2023-06-11,Arrangement Agreed
C100493,2024-08-21,Reminder Sent
C100493,2024-09-04,Second Reminder
C100493,2024-09-21,Reminder Sent
C100493,2024-11-21,Reminder Sent
C100493,2024-12-05,Second Reminder
C100493,2024-12-21,Reminder Sent
C100493,2025-01-04,Second Reminder
C100493,2025-01-11,Arrangement Agreed
C100493,2025-05-21,Reminder Sent
C100493,2025-07-21,Reminder Sent
C100493,2025-08-04,Second Reminder
C100493,2025-09-21,Reminder Sent
C100493,2025-10-05,Second Reminder
C100493,2025-10-12,Arrangement Agreed
C100494,2022-02-21,Reminder Sent
C100494,2022-03-07,Second Reminder
C100494,2023-02-21,Reminder Sent
C100494,2023-03-07,Second Reminder
C100494,2023-10-21,Reminder Sent
C100494,2023-11-04,Second Reminder
C100494,2023-11-11,Arrangement Agreed
C100494,2024-01-21,Reminder Sent
C100494,2024-02-04,Second Reminder
C100494,2024-02-11,Arrangement Agreed
C100494,2024-04-21,Reminder Sent
C100494,2024-05-05,Second Reminder
C100494,2024-05-12,Arrangement Agreed
C100494,2025-03-21,Reminder Sent
C100494,2025-04-04,Second Reminder
C100494,2025-06-21,Reminder Sent
C100494,2025-07-05,Second Reminder
C100495,2022-03-21,Reminder Sent
C100495,2022-04-04,Second Reminder
C100495,2022-08-21,Reminder Sent
C100495,2022-09-04,Second Reminder
C100495,2023-04-21,Reminder Sent
C100495,2023-05-05,Second Reminder
C100495,2023-11-21,Reminder Sent
C100495,2023-12-05,Second Reminder
C100496,2022-08-21,Reminder Sent
C100496,2022-09-04,Second Reminder
C100496,2022-09-11,Arrangement Agreed
C100496,2023-07-21,Reminder Sent
C100496,2023-08-04,Second Reminder
C100496,2024-04-21,Reminder Sent
C100496,2024-05-05,Second Reminder
C100496,2024-05-12,Arrangement Agreed
C100497,2022-07-21,Reminder Sent
C100497,2023-05-21,Reminder Sent
C100497,2023-06-04,Second Reminder
C100497,2023-06-11,Arrangement Agreed
C100497,2025-12-21,Reminder Sent
C100497,2026-01-04,Second Reminder
C100498,2023-07-21,Reminder Sent
C100498,2023-08-04,Second Reminder
C100498,2024-04-21,Reminder Sent
C100498,2024-05-05,Second Reminder
C100498,2025-05-21,Reminder Sent
C100498,2025-06-04,Second Reminder
C100498,2025-10-21,Reminder Sent
C100498,2025-11-04,Second Reminder
C100499,2022-11-21,Reminder Sent
C100499,2022-12-05,Second Reminder
C100499,2023-05-21,Reminder Sent
C100499,2023-06-04,Second Reminder
C100499,2023-09-21,Reminder Sent
C100500,2022-11-21,Reminder Sent
C100500,2022-12-05,Second Reminder
C100500,2022-12-12,Arrangement Agreed
C100500,2022-12-21,Reminder Sent
C100500,2023-01-04,Second Reminder
C100500,2023-04-21,Reminder Sent
